pmid,max_micro_abs_rho,normal_mucosa_elevation_significant,m0_global_q,m3_global_q,raw_gene_count,tcga_mapped_count,normal_looking_minus_primary,mannwhitney_pvalue,class_0.3,class_0.4,class_0.5
35846128,0.2790354814654743,True,0.8458435848175007,0.974360645647526,5,5,0.3790840010860558,1.3375713812906083e-09,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
37455996,0.2499052843181349,True,0.6504531709142687,0.6123626100707422,8,7,0.1875006811567564,0.0001951357708307,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
41836296,0.2487267715377603,True,0.3484685774217434,0.099464483888532,4,3,0.4172442505034641,2.9374695086648187e-09,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
42493447,0.2326906128050669,True,0.8967448117381808,0.6343059085095588,36,32,0.0663815070806284,0.0021757969746754,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
40994220,0.2152891302156434,True,0.3484685774217434,0.4395596051270794,11,10,0.19680615068767,2.2017716569732905e-05,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
41198839,0.1399242706121823,True,0.2338585309875271,0.974360645647526,9,9,0.2833674980623551,2.026719952501192e-07,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
37780567,0.0946712911142356,True,0.9574327827948697,0.7473771976872164,4,3,0.2823689919297555,0.0010022585177626,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
38507521,0.0895190354629693,True,0.1781666625294091,0.6059235694283235,3,3,0.1239811488060537,0.0216655145964342,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
34521394,0.0389912633453548,True,0.6923480878529641,0.7473771976872164,3,3,0.2109398017654939,0.02073665956868,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
39769061,0.3882239353078792,False,0.2094779741864936,0.5731345997593005,4,4,-0.1777721403820586,0.0267094435486657,microenvironment_correlated,unclassified,unclassified
41252049,0.3870338624361459,False,0.413129865396574,0.73486115109312,6,6,-0.0256443979861849,0.8600854920375317,microenvironment_correlated,unclassified,unclassified
41388608,0.3846765286062938,False,0.9574327827948697,0.5089208898038661,3,2,0.0842703414131664,0.4273203068173739,microenvironment_correlated,unclassified,unclassified
36211821,0.3779650478325753,False,0.2338585309875271,0.7239637505980007,4,3,-0.4634663355618068,2.297000384945012e-09,microenvironment_correlated,unclassified,unclassified
26802582,0.3666512634871586,False,0.613177628679346,0.9733988117985964,4,4,-0.08268125828387,0.1048295359606083,microenvironment_correlated,unclassified,unclassified
40918470,0.357448043554725,False,0.1460242174405091,0.8219467244822632,4,4,0.1863627323890329,0.0900331226533369,microenvironment_correlated,unclassified,unclassified
36158580,0.3469413077206921,False,0.0889567488931059,0.4026026186576577,5,5,0.1633125193141672,0.0750108143379763,microenvironment_correlated,unclassified,unclassified
