pmid,model,coef,hr,pvalue,qvalue_global
35949618,m1_plus_both,0.3207060077353064,1.3781003704834158,0.2391007417941478,0.4627462758094519
35958598,m1_clinical,0.5629684802388734,1.7558770580095058,0.006619754408692841,0.04686551793764844
35958598,m1_plus_tumor,0.5979927647869868,1.8184650475694781,0.008687208524907356,0.05889632898242275
35958598,m1_plus_normal,0.5511560026517573,1.7352578215081202,0.010578756163215488,0.06825003976268057
35958598,m1_plus_both,0.5862028949911635,1.7971514704633857,0.013305478967703288,0.08125483339055443
36158580,m1_clinical,0.2855319245739079,1.3304695493789704,0.14506076105497503,0.3487993390276951
36158580,m1_plus_tumor,0.2705081614830939,1.3106302933747962,0.17358553824916798,0.3945125869299272
36158580,m1_plus_normal,0.2533646420941202,1.2883529789210495,0.21861203019786027,0.44272769355828456
36158580,m1_plus_both,0.2398447892988018,1.2710518541610194,0.24865767818596846,0.471516724601349
36211359,m1_clinical,0.6968816379550942,2.0074828783390157,0.0028906573516660943,0.02575939918068157
36211359,m1_plus_tumor,0.7021632586607673,2.0181136907222803,0.0027574095140838703,0.025355489784679268
36211359,m1_plus_normal,0.6859122756454978,1.9855824080139624,0.004809724188404046,0.03629980519550224
36211359,m1_plus_both,0.6939937922598236,2.00169394035344,0.004356099767723562,0.03318933156360809
36211821,m1_clinical,-0.3451843418712665,0.708089810835179,0.07194024276816438,0.2265834417894941
36211821,m1_plus_tumor,-0.433203941135176,0.6484282371285899,0.025253576238545135,0.11745849413276807
