group_family,group,pathway,group_unique_genes,pathway_genes,overlap,odds_ratio,pvalue,qvalue
survival,not_significant,HALLMARK_TNFA_SIGNALING_VIA_NFKB,694,192,38,5.836692271143491,1.1969949513683485e-15,4.87775442682602e-14
survival,not_significant,HALLMARK_GLYCOLYSIS,694,188,36,5.585946248600224,1.9970487396767125e-14,7.233754323717869e-13
survival,not_significant,HALLMARK_HYPOXIA,694,186,35,5.458802721361887,7.991920292270078e-14,2.1783033103697696e-12
survival,not_significant,HALLMARK_IL6_JAK_STAT3_SIGNALING,694,86,24,9.01819932595089,8.018294393999152e-14,2.1783033103697696e-12
survival,not_significant,HALLMARK_COMPLEMENT,694,191,32,4.715879078074826,2.4054557389064405e-11,4.3565476160194423e-10
survival,not_significant,HALLMARK_KRAS_SIGNALING_UP,694,192,30,4.325356983489514,5.884197218939902e-10,9.134515682735276e-09
survival,not_significant,HALLMARK_UV_RESPONSE_DN,694,130,24,5.259926781188398,1.006532602808348e-09,1.4914983114341884e-08
survival,not_significant,HALLMARK_INFLAMMATORY_RESPONSE,694,195,28,3.903112693531855,1.507545085796725e-08,1.6946886136887323e-07
survival,not_significant,HALLMARK_ANGIOGENESIS,694,36,11,10.079414348462665,1.6783143279045e-07,1.7649370028931192e-06
survival,not_significant,HALLMARK_APICAL_JUNCTION,694,183,25,3.6690412669580517,2.3748043856748185e-07,2.4193319679062214e-06
survival,not_significant,HALLMARK_MTORC1_SIGNALING,694,186,25,3.5999777177394647,3.255609754193152e-07,3.121555234902846e-06
survival,not_significant,HALLMARK_MYOGENESIS,694,192,25,3.469294594667168,5.984645455123063e-07,5.4194289399169955e-06
survival,not_significant,HALLMARK_P53_PATHWAY,694,181,24,3.5396520581804354,7.180786725924703e-07,6.3268553314904145e-06
survival,not_significant,HALLMARK_COAGULATION,694,133,20,4.085501956356188,8.146277803261501e-07,6.98864885227171e-06
survival,not_significant,HALLMARK_INTERFERON_ALPHA_RESPONSE,694,89,15,4.656191537634837,4.5644651047735254e-06,3.4605014515259754e-05
survival,not_significant,HALLMARK_UV_RESPONSE_UP,694,144,18,3.2850803043110735,3.8739316346234516e-05,0.0002577350434463766
survival,not_significant,HALLMARK_G2M_CHECKPOINT,694,178,19,2.7461262520382017,0.00020433127817290795,0.001168631520778386
survival,not_significant,HALLMARK_IL2_STAT5_SIGNALING,694,189,18,2.4135783245094986,0.001156032796731654,0.005710101389916958
survival,not_significant,HALLMARK_ANDROGEN_RESPONSE,694,91,11,3.1387445095168376,0.0015929385179670181,0.007017539957530378
survival,not_significant,HALLMARK_TGF_BETA_SIGNALING,694,53,7,3.4610151256249604,0.00676091158998991,0.024489524203741227
survival,not_significant,HALLMARK_CHOLESTEROL_HOMEOSTASIS,694,68,8,3.0342079689018466,0.007874731422072782,0.02821057630324975
survival,not_significant,HALLMARK_ESTROGEN_RESPONSE_LATE,694,185,15,2.0143376938404227,0.012385894791096861,0.03732973373940098
survival,not_significant,HALLMARK_HEDGEHOG_SIGNALING,694,35,5,3.7835026608611515,0.015290724500785611,0.043591564279398115
survival,not_significant,HALLMARK_E2F_TARGETS,694,181,14,1.9113772455089821,0.022170934360093777,0.05517347023962268
survival,not_significant,HALLMARK_MITOTIC_SPINDLE,694,189,14,1.8230588235294118,0.030642928651227107,0.07238836768333361
survival,not_significant,HALLMARK_APICAL_SURFACE,694,43,5,2.9854480177220992,0.03444308667949268,0.07852060319940289
survival,not_significant,HALLMARK_PROTEIN_SECRETION,694,93,8,2.1383639169953694,0.04363874198581498,0.09743993073544988
survival,not_significant,HALLMARK_NOTCH_SIGNALING,694,32,4,3.2387163561076604,0.04500406336524328,0.0990140298020223
survival,not_significant,HALLMARK_ADIPOGENESIS,694,182,13,1.7510448435558568,0.04641272779171407,0.09973112117520651
survival,not_significant,HALLMARK_KRAS_SIGNALING_DN,694,184,13,1.730341517032915,0.04986797995193125,0.10354752525050692
survival,not_significant,HALLMARK_XENOBIOTIC_METABOLISM,694,192,13,1.6521546526222528,0.06544789114171846,0.12015768267431111
survival,not_significant,HALLMARK_PI3K_AKT_MTOR_SIGNALING,694,102,8,1.9325103901743068,0.06800017785384142,0.1224754584549851
survival,not_significant,HALLMARK_BILE_ACID_METABOLISM,694,110,8,1.7800262962327789,0.09550610810894869,0.1682972499649582
survival,not_significant,HALLMARK_DNA_REPAIR,694,129,9,1.7026642335766424,0.09771670258798366,0.16983096239836237
survival,not_significant,HALLMARK_HEME_METABOLISM,694,186,12,1.5670947517443625,0.09809573783531358,0.16983096239836237
survival,not_significant,HALLMARK_ESTROGEN_RESPONSE_EARLY,694,182,11,1.4598477648489208,0.1513780703574491,0.23347032128897394
survival,not_significant,HALLMARK_FATTY_ACID_METABOLISM,694,145,9,1.5008050665521684,0.16322930016715487,0.24865771894622657
survival,not_significant,HALLMARK_SPERMATOGENESIS,694,127,8,1.5240708528309284,0.17162999573064053,0.2529768716227526
survival,not_significant,HALLMARK_MYC_TARGETS_V2,694,53,4,1.8482105885832594,0.18649520512614978,0.2632393838226123
survival,not_significant,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,694,95,6,1.5268487065586622,0.21553018454141395,0.2879624596741842
survival,not_significant,HALLMARK_PEROXISOME,694,99,6,1.4608027006751687,0.24326828493949842,0.31722184356110594
survival,not_significant,HALLMARK_WNT_BETA_CATENIN_SIGNALING,694,42,3,1.740175887788044,0.26290837605659645,0.334797385134572
survival,not_significant,HALLMARK_MYC_TARGETS_V1,694,176,9,1.2197735915031251,0.33098755324907375,0.4029505248688266
survival,not_significant,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,694,41,2,1.158440788498592,0.5238459455860058,0.5599140270853702
survival,not_significant,HALLMARK_PANCREAS_BETA_CELLS,694,39,1,0.5936431989063568,0.8158485777933527,0.8234261187635696
survival,not_significant,HALLMARK_OXIDATIVE_PHOSPHORYLATION,694,178,4,0.5163085124104614,0.9472593643000794,0.9501740084979258
survival,remained_fdr,HALLMARK_MTORC1_SIGNALING,129,186,9,6.804661016949153,1.655911728388419e-05,0.00011485685605417544
survival,remained_fdr,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,129,189,8,5.864572393954614,0.00012646714866417527,0.0007634868604540952
survival,remained_fdr,HALLMARK_COAGULATION,129,133,6,6.187439984636067,0.0006467532630876729,0.003400670383331957
survival,remained_fdr,HALLMARK_IL2_STAT5_SIGNALING,129,189,7,5.061160151324086,0.000749224011397969,0.0038722421957511502
survival,remained_fdr,HALLMARK_HYPOXIA,129,186,6,4.351219512195122,0.0035679217833277867,0.014723322802086816
survival,remained_fdr,HALLMARK_UV_RESPONSE_DN,129,130,5,5.1970967741935485,0.003675762681781356,0.014978732928259027
survival,remained_fdr,HALLMARK_INTERFERON_GAMMA_RESPONSE,129,188,6,4.302867863843473,0.0037596843168265517,0.015131568978832787
survival,remained_fdr,HALLMARK_COMPLEMENT,129,191,6,4.232300593276203,0.004061551180982199,0.0161471425000024
survival,remained_fdr,HALLMARK_TNFA_SIGNALING_VIA_NFKB,129,192,6,4.209284028324154,0.004166055424947653,0.016363061066661865
survival,remained_fdr,HALLMARK_ESTROGEN_RESPONSE_LATE,129,185,5,3.596774193548387,0.015623303222738515,0.043591564279398115
survival,remained_fdr,HALLMARK_CHOLESTEROL_HOMEOSTASIS,129,68,3,5.923443223443224,0.016528767147531945,0.04464526648083945
survival,remained_fdr,HALLMARK_GLYCOLYSIS,129,188,5,3.5371496562665254,0.016636526294858865,0.04464526648083945
survival,remained_fdr,HALLMARK_HEDGEHOG_SIGNALING,129,35,2,7.732283464566929,0.030966572408497133,0.07262663744726666
survival,remained_fdr,HALLMARK_INTERFERON_ALPHA_RESPONSE,129,89,3,4.471207087486158,0.033274410426646785,0.07639054788089332
survival,remained_fdr,HALLMARK_APOPTOSIS,129,157,4,3.3637647058823528,0.03570943188985522,0.08084218608397778
