"","Normal_urothelial","Myeloid","Tumor_epithelial","NK_cell","B_plasma","Endothelial","T_cell","Myofibroblast","Fibroblast"
"TCGA-XF-A9SJ-01A-11R-A39I-07",0.303715707951389,0.231408026762019,0,0.0494395678413155,0,0.165898602507951,0.0171221541312501,0.0226221683100134,0.209793772496062
"TCGA-XF-A9SK-01A-11R-A42T-07",0.14800518005179,0.293542701759452,0,0,0,0.0502814746925881,0,0.0659239258501755,0.442246717645994
"TCGA-XF-A9SL-01A-11R-A39I-07",0.0670812668491372,0.0864533112933785,0,0,0,0.135117848850947,0.0144870792967101,0.112770013353907,0.58409048035592
"TCGA-XF-A9SM-01A-11R-A42T-07",0,0.536690021233608,0,0,0,0.115258023958655,0.0984870325583466,0.071107160744725,0.178457761504665
"TCGA-XF-A9SP-01A-11R-A39I-07",0.12452168163774,0.0862679825233184,0,0,0,0.0237218842590224,0,0.125933355785189,0.639555095794729
"TCGA-XF-A9ST-01A-11R-A42T-07",0,0,0.134794091910281,0,0,0.00227207555254695,0.759572080049898,0.0167063329255029,0.0866554195617708
"TCGA-XF-A9SU-01A-31R-A39I-07",0.38367042324115,0.0317296636141638,0.109444408899947,0,0,0.0503526048940965,0.0634163823936996,0.0786628113445572,0.282723705612386
"TCGA-XF-A9SV-01A-21R-A42T-07",0.403387346844662,0,0,0,0,0.128384039469394,0,0,0.468228613685944
"TCGA-XF-A9SW-01A-11R-A42T-07",0.00078079035625396,0.077504846980489,0,0,0,0.11538124711759,0,0.324143772276348,0.482189343269319
"TCGA-XF-A9SX-01A-21R-A39I-07",0.0137561256516021,0.288907522632249,0.00100709522637136,0,0,0.122588053191116,0.0186343561879001,0.153043194513576,0.402063652597185
"TCGA-XF-A9SY-01A-21R-A42T-07",0,0.270934897443317,0,0,0,0.146669877094381,0.0906297530295076,0.0909836370224838,0.400781835410311
"TCGA-XF-A9SZ-01A-11R-A39I-07",0.131246125318149,0.189568571893011,0,0.000515936266816942,0,0.152561852996087,0.000386901517181521,0.066057087859381,0.459663524149373
"TCGA-XF-A9T0-01A-11R-A39I-07",0.208685838887551,0.0321541709126627,0.214352210093687,0,0.0252636853574004,0.131549257693744,0.225806881818534,0.0247650868151456,0.137422868421276
"TCGA-XF-A9T2-01A-11R-A42T-07",0,0,0.0927873394326232,0,0,0.181582181726027,0.310690387184364,0.0427311958310056,0.372208895825981
"TCGA-XF-A9T3-01A-11R-A42T-07",0.0373499579001242,0.132756259019923,0,0,0,0.157389991701657,0.00258049970046951,0.13910077569474,0.530822515983086
"TCGA-XF-A9T4-01A-11R-A39I-07",0.0704231350692475,0.0294078148803449,0.0230218704608541,0.000766304315392561,0,0.341817665469103,0.0155428585212247,0.143549581521355,0.375470769762478
"TCGA-XF-A9T5-01A-11R-A42T-07",0,0.510562839107848,0,0.000314905183932252,0,0.118395791623475,0.272035627274323,0.0313312509445677,0.0673595858658539
"TCGA-XF-A9T6-01A-11R-A42T-07",0,0.0381206245737989,0.199694728629203,0.1796980144537,0,0.120620768045475,0.418773412855867,0.00285824735261822,0.0402342040893385
"TCGA-XF-A9T8-01A-11R-A39I-07",0,0.267781703020101,0.037441931420111,0.0219502629762933,0,0.356130705354141,0.067521686140233,0.0854451349516212,0.163728576137499
"TCGA-XF-AAME-01A-12R-A42T-07",0,0.240858583072514,0,0,0,0.020072620507956,0,0.0751907454694175,0.663878050950113
"TCGA-XF-AAMG-01A-11R-A42T-07",0.0407939731124898,0.0470515000957987,0,0,0,0.0623956980151224,0.424558732088778,0.0806239569000919,0.34457613978772
"TCGA-XF-AAMH-01A-11R-A42T-07",0,0,0.347632978567288,0,0.000171663970025211,0.0967610461857046,0.258340729005681,0.0548894998932865,0.242204082378015
"TCGA-XF-AAMJ-01A-11R-A42T-07",0.0599815953433487,0.0863717892936335,0,0,0,0.00218089835555117,0,0,0.851465717007467
"TCGA-XF-AAML-01A-11R-A42T-07",0.27353703359343,0.162035718573039,0,0,0,0.103551976409002,0.452213325019126,5.87170873804259e-06,0.00865607469666515
"TCGA-XF-AAMQ-01A-11R-A42T-07",0.0121751630649463,0.0536014273190117,0.524698790522175,0,0,0.189733821643488,0.0774293860574872,0.0292326875454129,0.113128723847479
"TCGA-XF-AAMR-01A-31R-A42T-07",0.0574041755006412,0.144760242534382,0.00217928448145892,0,0,0.127639004216857,0.000975481852135745,0.220537926052693,0.446503885361832
"TCGA-XF-AAMT-01A-11R-A42T-07",0,0.0634287815999753,0,0,0,0.189331180159688,0.00290585881075485,0.123989427153704,0.620344752275877
"TCGA-XF-AAMW-01A-11R-A42T-07",0,0.0492878569134044,0.0816989352870843,0.000439905334225116,0,0.303882455389609,0.0259560988307692,0.0724016175766229,0.466333130668285
"TCGA-XF-AAMX-01A-11R-A42T-07",0.545317625112261,0.0596585478959816,0,0,0,0.0439650128163305,0,0.0716926027919437,0.279366211383483
"TCGA-XF-AAMY-01A-11R-A42T-07",0.31668284558004,0.0321705221654523,0.0929165371771785,0,0,0.129496889321601,0.000369424741401267,0.0156749380098729,0.412688843004453
"TCGA-XF-AAMZ-01A-11R-A42T-07",0.178991036908221,0,0.542013621788348,0,0,0.0665451780095114,0.0770613020621446,0.0659554051115439,0.0694334561202317
"TCGA-XF-AAN0-01A-11R-A42T-07",0,0.147704987791548,0.422905132535706,0,0,0.200736747153147,0,0.05185108696147,0.176802045558128
"TCGA-XF-AAN1-01A-31R-A42T-07",0,0.000909336102433902,0.763354325355815,0,0,0.0700624527707268,0.0919692136642202,0.0611409680695074,0.0125637040372965
"TCGA-XF-AAN2-01A-11R-A42T-07",0.201362923951915,0.196468978326905,0.17184677518287,0.0126616714422999,0,0.169302367649762,0.175531174869626,0.0295802085233402,0.0432459000532816
"TCGA-XF-AAN3-01A-11R-A42T-07",0.0419703493315017,0.175297458795485,0.317070785897209,0,0,0.0220912990329618,0,0.0398330268180126,0.403737080124829
"TCGA-XF-AAN4-01A-11R-A42T-07",0,0.145055501135249,0,0,0,0.159502019203545,0.00117308191941598,0.277356542682826,0.416912855058965
"TCGA-XF-AAN5-01A-11R-A42T-07",0,0.140250766815306,0.188928598956836,0,0,0.181390987010366,0.336250865969585,0.0224996976720098,0.130679083575898
"TCGA-XF-AAN7-01A-11R-A42T-07",0,0.00613298938034483,0,0,0,0.19996610117158,0.251428933803721,0.0821643544591075,0.460307621185246
"TCGA-XF-AAN8-01A-11R-A42T-07",0,0.243135519712164,0,0,0,0,0,0,0.756864480287836
"TCGA-YC-A89H-01A-11R-A36F-07",0.214683488603298,0.0365931461843122,0.364840543144504,0,0,0.0145453605315599,0.116151131390396,0.0431433775778999,0.21004295256803
"TCGA-YC-A8S6-01A-31R-A38B-07",0.124421105752487,0.0728348035313644,0.113839476885905,0,0,0.272795660998311,0.00194548695597001,0.0778478872626546,0.336315578613307
"TCGA-YC-A9TC-01A-22R-A39I-07",0,0.00372388946320063,0.126302804656748,0.0307747275857045,0,0.0436949071416574,0.611701337847161,0.052794673034972,0.131007660270557
"TCGA-YF-AA3L-01A-11R-A38B-07",0.820147292676673,0.0063238605703338,0,0,0,0.0757971706010396,0,0.0367968559873105,0.0609348201646434
"TCGA-YF-AA3M-01A-11R-A42T-07",0,0.000521751819775641,0.599207211832578,0,0,0.108267855016072,0.189205728690112,0.0455282866332038,0.0572691660082589
"TCGA-ZF-A9R0-01A-11R-A38B-07",0.051949023818133,0.00788713604094794,0.672321891242041,0,0,0.125313221566708,0,0.0492972845840908,0.0932314427480796
"TCGA-ZF-A9R1-01A-11R-A39I-07",0.421256070025143,0.00320029416999966,0.122396361086362,0,0,0.0459268362259383,0.0818353399455143,0.17422574015269,0.151159358394353
"TCGA-ZF-A9R2-01A-11R-A39I-07",0.0625730455909341,0,0.859243974525842,0,0,0.065320440104977,0,0.00842317074579577,0.00443936903245122
"TCGA-ZF-A9R3-01A-11R-A38B-07",0.55985676355214,0.0722222539290606,0,0.000279670597796836,0,0.177021156611275,0,0.0521216497417153,0.138498505568013
"TCGA-ZF-A9R4-01A-11R-A38B-07",0.243661635345954,0.0172620464639104,0.248634730276688,0,0,0.078578379497027,0.396752092440808,0.00906375811244836,0.00604735786316471
"TCGA-ZF-A9R5-01A-12R-A42T-07",0.0309433866286707,0,0.506692391476483,0,0.000631890012246064,0.141128139550662,0.295803963515116,0.0182739004151732,0.00652632840164938
"TCGA-ZF-A9R7-01A-11R-A38B-07",0.173544324546365,0.302277630833902,0.124749551712085,0.0692775207635146,0,0.269053411340353,0,0.0125670901236835,0.048530470680098
"TCGA-ZF-A9R9-01A-11R-A38B-07",0.191673680599258,0.05099580479399,0.002648491166064,0.00104542390976622,0,0.0640773781498234,0,0.0394535423479675,0.65010567903313
"TCGA-ZF-A9RC-01A-11R-A38B-07",0.314169739171832,0.00123201555424921,0,0,0,0.0684309220665657,0.0705125719745575,0.0800008619657,0.465653889267096
"TCGA-ZF-A9RD-01A-11R-A42T-07",0,0.242953234832328,0.146892880976019,0,0,0.320372435508909,0.0938554305369627,0.0941385174736309,0.10178750067215
"TCGA-ZF-A9RE-01A-11R-A38B-07",0,0.0113333935814742,0.742297016078462,0,0,0.127057961941999,0.0721045100943302,0.0068043916663724,0.0404027266373627
"TCGA-ZF-A9RF-01A-11R-A38B-07",0,0.395696539345354,0.00228756808791191,0.0395526993020358,0,0.203569833374431,0.297075481269035,0.00182662638715592,0.0599912522340771
"TCGA-ZF-A9RL-01A-11R-A38B-07",0.0179326236535811,0,0.907756170355206,0,0,0.0491990082933345,0,0.0143352098270413,0.0107769878708366
"TCGA-ZF-A9RM-01A-11R-A38B-07",0.195842003601557,0,0.46718470334964,0,0,0.0964098509823699,0.199161539515132,0.00212425943903033,0.0392776431122711
"TCGA-ZF-A9RN-01A-11R-A42T-07",0,0.167389381419577,0,0.0374797105422046,0,0.0636264055044193,0.72295503257264,0,0.00854946996115885
"TCGA-ZF-AA4N-01A-11R-A38B-07",0,0.158044589734282,0.192509378535975,0,0,0.256950177991488,0.0252588076370048,0,0.367237046101251
"TCGA-ZF-AA4R-01A-11R-A38B-07",0.0462968902648745,0.0235347637830472,0,0,0,0.132705098640811,0,0.105750983493526,0.691712263817741
"TCGA-ZF-AA4T-01A-11R-A38B-07",0.335507708495791,0.124434591180409,0.0498477807772041,0,0.0107786596033659,0.223473928693272,0.179037232656076,0.0120131070649589,0.0649069915289225
"TCGA-ZF-AA4U-01A-11R-A38B-07",0.0233140500204536,0.0337721805398662,0.768460831876232,0,0,0.135812634435881,0.0278024421393082,0.0071794655377334,0.00365839545052561
"TCGA-ZF-AA4V-01A-11R-A38B-07",0.211647619168143,0.0550122735524947,0.00940925941339217,0.122469319078551,0,0.138574575002103,0.193173761951206,0.0157102260181706,0.254002965815939
"TCGA-ZF-AA4W-01A-12R-A38B-07",0,0,0.478244576411043,0,0,0.0933774623618339,0.26873494346968,0,0.159643017757444
"TCGA-ZF-AA4X-01A-11R-A38B-07",0.293104092638002,0.00850332954756165,0.549271449257265,0,0,0.124975633292089,0,0,0.0241454952650827
"TCGA-ZF-AA51-01A-21R-A39I-07",0.134120840383425,0.189831315949631,0.166137362839495,0.00444680396820936,0,0.123613650138043,0.0521170300444934,0.0310162584228207,0.298716738253882
"TCGA-ZF-AA52-01A-12R-A39I-07",0.099924949749035,0.186809142810446,0,0,0,0.0620612437350243,0,0.0398968489490646,0.611307814756431
"TCGA-ZF-AA53-01A-11R-A39I-07",0.00503604030264962,0.329056367911483,0,0.0090070812434601,0,0.164328425547387,0.0289992132292911,0.248742421098261,0.214830450667468
"TCGA-ZF-AA54-01A-11R-A39I-07",0,0.265007609972584,0,0,0,0.0588103547024868,0.242115713724836,0.037590779640846,0.396475541959247
"TCGA-ZF-AA56-01A-31R-A39I-07",0.238994162247662,0.221153086784308,0.0279908486046613,0,0,0.101346852010765,0,0.147553697010607,0.262961353341997
"TCGA-ZF-AA58-01A-12R-A42T-07",0,0.299980029007682,0,0,0,0.12682256815774,0.236148605902596,0.133542546045801,0.203506250886182
"TCGA-ZF-AA5H-01A-11R-A39I-07",0.0122194769342201,0.172766326615271,0,0.0568966778820493,0,0.120883699273407,0.243685238138892,0.102249426866288,0.291299154289872
"TCGA-ZF-AA5N-01A-11R-A42T-07",0.139750540674385,0,0.335564008961401,0,0.000447323630416296,0.0535567265696042,0.326109890294122,0,0.144571509870072
"TCGA-ZF-AA5P-01A-11R-A39I-07",0.0314721082213023,0.061271708503009,0,0,0,0.183030961639323,0,0.28613272243143,0.438092499204935
